season,week,game_id,home_team,away_team,home_q1,home_q2,home_q3,home_q4,away_q1,away_q2,away_q3,away_q4,home_points_mean,away_points_mean
2025,2,2025_02_ATL_MIN,Minnesota Vikings,Atlanta Falcons,8.536,10.828666666666667,8.666666666666666,8.620666666666667,4.699333333333334,7.007333333333333,5.592,7.894666666666667,36.652,25.19333333333333
2025,2,2025_02_BUF_NYJ,New York Jets,Buffalo Bills,2.271333333333333,3.2066666666666666,2.5526666666666666,3.5686666666666667,6.32,7.578666666666667,5.980666666666667,5.739333333333334,11.599333333333334,25.618666666666666
2025,2,2025_02_CAR_ARI,Arizona Cardinals,Carolina Panthers,8.793333333333333,11.207333333333333,8.653333333333334,8.526,4.231333333333334,6.121333333333333,4.811333333333334,6.686,37.18,21.85
2025,2,2025_02_CHI_DET,Detroit Lions,Chicago Bears,7.054,9.032666666666668,6.972666666666667,7.2,2.9753333333333334,4.284666666666666,3.739333333333333,4.74,30.259333333333334,15.739333333333333
2025,2,2025_02_CLE_BAL,Baltimore Ravens,Cleveland Browns,6.021333333333334,7.794666666666667,5.997333333333334,6.328,3.524,5.038,4.1226666666666665,5.354666666666667,26.141333333333332,18.03933333333333
2025,2,2025_02_DEN_IND,Indianapolis Colts,Denver Broncos,6.588,8.14,6.504666666666667,6.932666666666667,3.977333333333333,5.788666666666667,4.6946666666666665,6.039333333333333,28.165333333333333,20.5
2025,2,2025_02_JAX_CIN,Cincinnati Bengals,Jacksonville Jaguars,4.67,5.720666666666666,4.831333333333333,5.639333333333333,5.296,6.894,5.263333333333334,6.386,20.861333333333334,23.839333333333332
2025,2,2025_02_LAC_LV,Las Vegas Raiders,Los Angeles Chargers,4.218,5.890666666666666,4.9126666666666665,6.4126666666666665,7.076,9.429333333333334,6.972666666666667,7.263333333333334,21.434,30.741333333333333
2025,2,2025_02_LA_TEN,Tennessee Titans,Los Angeles Rams,3.862,4.855333333333333,3.82,5.02,5.510666666666666,7.05,5.281333333333333,5.975333333333333,17.557333333333332,23.817333333333334
2025,2,2025_02_NE_MIA,Miami Dolphins,New England Patriots,8.052666666666667,9.946666666666667,7.231333333333334,7.98,2.7333333333333334,4.145333333333333,3.3653333333333335,4.431333333333333,33.21066666666667,14.675333333333333
2025,2,2025_02_NYG_DAL,Dallas Cowboys,New York Giants,7.244666666666666,8.909333333333333,7.025333333333333,7.268,2.8673333333333333,4.319333333333334,3.509333333333333,4.631333333333333,30.447333333333333,15.327333333333334
2025,2,2025_02_PHI_KC,Kansas City Chiefs,Philadelphia Eagles,4.673333333333333,6.020666666666667,4.646,5.440666666666667,4.966,6.341333333333333,5.226666666666667,5.918,20.780666666666665,22.452
2025,2,2025_02_SEA_PIT,Pittsburgh Steelers,Seattle Seahawks,6.191333333333334,7.927333333333333,6.365333333333333,7.007333333333333,5.46,7.411333333333333,5.992666666666667,7.004,27.491333333333333,25.868
2025,2,2025_02_SF_NO,New Orleans Saints,San Francisco 49ers,4.489333333333334,5.996666666666667,4.568666666666667,6.315333333333333,6.878666666666667,8.693333333333333,6.814,7.13,21.37,29.516
2025,2,2025_02_TB_HOU,Houston Texans,Tampa Bay Buccaneers,5.706,7.66,5.782,6.939333333333333,6.029333333333334,7.705333333333333,6.330666666666667,6.918666666666667,26.087333333333333,26.984
2025,2,2025_02_WAS_GB,Green Bay Packers,Washington Commanders,4.740666666666667,6.284666666666666,4.8726666666666665,5.076666666666667,3.0006666666666666,4.148666666666666,3.552,4.323333333333333,20.974666666666668,15.024666666666667
